tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
tt20252472,movie,Three Sisters of Tenmasou,Three Sisters of Tenmasou,0,2022,\N,120,Drama,6.7,75
tt15823354,movie,Black Butterflies,Black Butterflies,0,2022,\N,120,Documentary,6.7,54
tt15281990,movie,Clenched Fist,Les poings serrés,0,2023,\N,86,Drama,6.7,72
tt21376884,movie,The Kiev Trial,The Kiev Trial,0,2022,\N,106,Documentary,6.7,66
tt14501468,movie,The Kids of Santa Fe: The Largest Unknown Mass Shooting,The Kids of Santa Fe: The Largest Unknown Mass Shooting,0,2021,\N,120,Documentary,6.7,50
tt16274698,tvMovie,John Huston: Adventures of a Free Soul,"John Huston, une âme libre",0,2021,\N,52,Documentary,6.7,66
tt14772866,movie,Royal Ashes,Royal Ashes,0,2022,\N,113,Drama,6.7,82
tt15446442,movie,The Girl from Dak Lak,Co gai den tu Dak Lak,0,2022,\N,85,Drama,6.7,67
tt14297014,movie,Leave the Door Open,Leave the Door Open,0,2021,\N,64,Documentary,6.7,71
tt14406956,movie,Father Pablo,Father Pablo,0,2021,\N,103,Drama,6.7,52
tt18083138,movie,"Jenga, cudna igra","Jenga, cudna igra",0,2022,\N,90,Comedy,6.7,77
tt14316122,movie,Beyond Sixty,Beyond Sixty,0,2021,\N,77,Documentary,6.7,58
tt28681319,movie,Valentina or the Serenity,Valentina o la serenidad,0,2023,\N,86,Drama,6.7,79
tt21632832,movie,Thanks to Her,Thanks to Her,0,2022,\N,82,Drama,6.7,66
tt28520402,movie,The Cradle of the Brave,Ang duyan ng magiting,0,2023,\N,120,Drama,6.7,53
tt29899792,movie,Un Pájaro Azul,Un Pájaro Azul,0,2023,\N,97,Drama,6.7,78
tt23140556,tvMovie,Zastita pre svega,Zastita pre svega,0,2023,\N,90,Comedy,6.7,57
tt22644272,movie,Inumo Kuwanedo Charlie Wa Warau,Inumo Kuwanedo Charlie Wa Warau,0,2022,\N,117,Comedy,6.7,65
tt25031366,movie,Branded & Brainwashed: Inside Nxivm,Branded & Brainwashed: Inside Nxivm,0,2023,\N,85,Documentary,6.7,66
tt27837482,movie,I Am Weekender,I Am Weekender,0,2023,\N,72,Documentary,6.7,74
tt29971951,tvMovie,"Orange mécanique, les rouages de la violence","Orange mécanique, les rouages de la violence",0,2023,\N,54,Documentary,6.7,83
tt28521817,movie,All the Songs We Never Sang,All the Songs We Never Sang,0,2023,\N,115,Drama,6.7,90
tt21799158,movie,Smog en tu corazon,Smog en tu corazon,0,2022,\N,112,Comedy,6.7,86
tt22778022,movie,Feral Birds,Feral Birds,0,2022,\N,327,Drama,6.7,61
tt30304652,tvMovie,The Princes in the Tower: The New Evidence,The Princes in the Tower: The New Evidence,0,2023,\N,87,Documentary,6.7,51
tt25433412,movie,Iza kamere,Iza kamere,0,2023,\N,101,Comedy,6.7,65
tt21740468,movie,Adonis X,Adonis X,0,2022,\N,75,Drama,6.7,81
tt29549415,tvMovie,The Yorkshire Exorcist,The Yorkshire Exorcist,0,2023,\N,44,Documentary,6.7,71
tt21600708,movie,Kalapuram,Kalapuram,0,2022,\N,\N,Comedy,6.7,69
tt29472006,movie,Rosali,Rosali,0,2023,\N,98,Comedy,6.7,89
tt5069122,movie,Can't Be Stopped,Can't Be Stopped,0,2022,\N,102,Documentary,6.7,62
tt9244724,movie,It's Raining Women,It's Raining Women,0,2022,\N,86,Documentary,6.7,59
tt9029366,movie,12 Months,12 Months,0,2022,\N,95,Drama,6.7,59
tt9209388,movie,Companion,Sahela,0,2023,\N,93,Drama,6.7,66
tt8083792,movie,Inevitable,Inevitable,0,2022,\N,83,Drama,6.7,60
tt12508088,tvMovie,Das Versprechen,Das Versprechen,0,2021,\N,89,Drama,6.6,52
tt12698500,movie,At the End of Evin,At the End of Evin,0,2021,\N,78,Drama,6.6,52
tt14104780,movie,From the Wild Sea,From the Wild Sea,0,2021,\N,78,Documentary,6.6,51
tt14122260,movie,As I Want,As I Want,0,2021,\N,88,Documentary,6.6,90
tt11690150,movie,Hood River,Hood River,0,2021,\N,81,Documentary,6.6,55
tt13970824,movie,Walk the Tideline,Meren tuomat,0,2021,\N,56,Documentary,6.6,69
tt13847298,movie,Wes Is Dying,Wes Schlagenhauf Is Dying,0,2022,\N,78,Comedy,6.6,50
tt12625936,movie,Whispers of War,Stille Post,0,2021,\N,95,Drama,6.6,65
tt11432534,movie,Joke Man,Joke Man,0,2023,\N,\N,Documentary,6.6,64
tt11720140,movie,Teri Meri Gal Ban Gayi,Teri Meri Gal Ban Gayi,0,2022,\N,144,Drama,6.6,82
tt12307270,movie,Animal/Humano,Animal/Humano,0,2023,\N,92,Drama,6.6,51
tt15709182,movie,Chinovnik,Chinovnik,0,2021,\N,85,Comedy,6.6,77
tt16263072,tvMovie,Die Bürgermeisterin,Die Bürgermeisterin,0,2022,\N,88,Drama,6.6,72
tt14892164,movie,Just 1 Day,Gei wo 1 tian,0,2021,\N,97,Drama,6.6,68
tt14921614,movie,I'm So Sorry,I'm So Sorry,0,2021,\N,96,Documentary,6.6,63
tt16024170,movie,Nafsi,Nafsi,0,2021,\N,137,Drama,6.6,57
tt18749340,movie,Conversations on Hatred,Conversaciones sobre el odio,0,2022,\N,85,Drama,6.6,58
tt18548282,movie,Amazing Gracie,Amazing Gracie,0,2023,\N,103,Comedy,6.6,72
tt15163948,movie,Naan Kadavul Illai,Naan Kadavul Illai,0,2023,\N,138,Drama,6.6,73
tt20562778,movie,A Run for More,A Run for More,0,2022,\N,82,Documentary,6.6,53
tt15529106,movie,Fortaleza Hotel,Fortaleza Hotel,0,2021,\N,77,Drama,6.6,50
tt14809334,movie,Buñuel: A Surrealist Filmmaker,"Buñuel, un cineasta surrealista",0,2021,\N,83,Documentary,6.6,83
tt15705752,movie,Nuclear Family,Nuclear Family,0,2021,\N,93,Documentary,6.6,69
tt15740060,movie,Tathagat,Tathagat,0,2021,\N,84,Drama,6.6,59
tt14574478,movie,The Last Shelter,Le dernier refuge,0,2021,\N,85,Documentary,6.6,74
tt15393438,movie,God Has AIDS,Deus tem AIDS,0,2021,\N,81,Documentary,6.6,60
tt14811278,movie,Shark Gangs,Shark Gangs,0,2021,\N,\N,Documentary,6.6,55
tt16293668,movie,14 Days,Quattordici giorni - Una storia d'amore,0,2021,\N,100,Drama,6.6,87
tt15243532,movie,Anima bella,Anima bella,0,2021,\N,95,Drama,6.6,60
tt15464822,movie,Endraavathu Oru Naal,Endraavathu Oru Naal,0,2021,\N,108,Drama,6.6,74
tt16117564,movie,Rifftrax: Yor - The Hunter from the Future,"RiffTrax: Yor, the Hunter from the Future",0,2021,\N,\N,Comedy,6.6,60
tt16226986,movie,After Sherman,After Sherman,0,2022,\N,88,Documentary,6.6,57
tt14439488,tvMovie,Le bruit des trousseaux,Le bruit des trousseaux,0,2021,\N,99,Drama,6.6,59
tt19309954,movie,Raudra,Raudra,0,2022,\N,104,Drama,6.6,73
tt15181006,movie,Bucolic,Bukolika,0,2021,\N,70,Documentary,6.6,53
tt21882320,tvMovie,Instagram: A Life Under Filter,"Instagram, la foire aux vanités",0,2022,\N,87,Documentary,6.6,63
tt23861504,movie,Notre Dame de Moncton,Notre Dame de Moncton,0,2022,\N,92,Drama,6.6,63
tt28632197,movie,Monisme,Monisme,0,2023,\N,115,Drama,6.6,59
tt28581313,movie,God Is a Woman,Dieu est une femme,0,2023,\N,86,Documentary,6.6,61
tt22872426,movie,André Hazes: Crossroads,André Hazes: Crossroads,0,2022,\N,\N,Documentary,6.6,56
tt26345505,movie,The Spectre of Boko Haram,Le spectre de Boko Haram,0,2023,\N,80,Documentary,6.6,50
tt27716296,movie,So Unreal,So Unreal,0,2023,\N,98,Documentary,6.6,74
tt29417104,movie,Stand Up & Shout: Songs from a Philly High School,Stand Up & Shout: Songs from a Philly High School,0,2023,\N,54,Documentary,6.6,57
tt29291834,movie,The Polish Women,As Polacas,0,2023,\N,125,Drama,6.6,62
tt22779012,movie,Look What You Made Me Do,Look What You Made Me Do,0,2022,\N,84,Documentary,6.6,72
tt31415180,movie,Shin,Shin,0,2023,\N,87,Drama,6.6,68
tt26591137,movie,Sister & Sister,Las hijas,0,2023,\N,80,Drama,6.6,78
tt29614712,movie,"Havel Speaking, Can You Hear Me?","Havel Speaking, Can You Hear Me?",0,2023,\N,85,Documentary,6.6,78
tt28296662,movie,Negu Hurbilak,Negu Hurbilak,0,2023,\N,90,Drama,6.6,50
tt29102612,movie,Beyond the Fog,Kiri no fuchi,0,2023,\N,83,Drama,6.6,57
tt5653722,movie,Silence of Smoke,Wo ba mei shuo de na jian shi,0,2023,\N,106,Drama,6.6,55
tt10102080,movie,Range Roads,Range Roads,0,2021,\N,86,Drama,6.5,89
tt13649566,movie,All About My Mother,Guan yu wo ma de yi qie,0,2021,\N,120,Drama,6.5,89
tt12866158,movie,Erzurumlu Mümessil,Erzurumlu Mümessil,0,2022,\N,121,Comedy,6.5,74
tt13688748,movie,Is Mindfulness Right for You?,Is Mindfulness Right for You?,0,2021,\N,81,Documentary,6.5,72
tt10928612,movie,So She Doesn't Live,Tako da ne ostane ziva,0,2021,\N,92,Drama,6.5,51
tt14040086,tvMovie,Saints & Sinners Judgment Day,Saints & Sinners Judgment Day,0,2021,\N,88,Drama,6.5,81
tt12923754,movie,Retreat,Réduit,0,2022,\N,82,Drama,6.5,57
tt16295342,movie,Daddy,Daddy,0,2023,\N,98,Comedy,6.5,59
tt15314648,movie,Movie for a Dreary Afternoon,Movie for a Dreary Afternoon,0,2021,\N,98,Comedy,6.5,68
tt15331100,tvMovie,Murdered and Missing in Montana,Murdered and Missing in Montana,0,2021,\N,65,Documentary,6.5,82
tt16273830,movie,A Muse Never Drowns,Myûzu wa oborenai,0,2021,\N,82,Drama,6.5,64
tt15067116,movie,Aya,Aya,0,2021,\N,90,Drama,6.5,68
tt14500114,movie,Everything Is Cinema,Everything Is Cinema,0,2021,\N,70,Drama,6.5,63
tt15430130,movie,My Everest,My Everest,0,2023,\N,86,Documentary,6.5,67
tt14631426,movie,MOVIE MAN,Corona Film Club,0,2021,\N,82,Documentary,6.5,51
tt14701278,movie,Fighting Chance,Brink of Faith,0,2022,\N,76,Drama,6.5,85
tt16030178,movie,El Águila y el Gusano,El Águila y el Gusano,0,2023,\N,149,Comedy,6.5,68
tt15327700,movie,The Sound of Grass,Kusa no hibiki,0,2021,\N,116,Drama,6.5,54
tt14695626,movie,Recession Proof,Recession Proof,0,2023,\N,\N,Comedy,6.5,50
tt16375980,movie,The Messenger,O Mensageiro,0,2023,\N,110,Drama,6.5,52
tt17148760,movie,"Uneori ninge cu zãpadã, alteori cu întuneric","Uneori ninge cu zãpadã, alteori cu întuneric",0,2021,\N,107,Drama,6.5,72
tt16304550,movie,Street Code Broken,Street Code Broken,0,2022,\N,108,Drama,6.5,75
tt16222346,tvMovie,Head Shot,Miedzy oczy,0,2021,\N,99,Drama,6.5,72
tt14456288,movie,Alaska,Alaska,0,2023,\N,124,Drama,6.5,72
tt23629716,tvMovie,"Caméra Café, 20 ans déjà","Caméra Café, 20 ans déjà",0,2022,\N,\N,Comedy,6.5,65
tt27250496,movie,Cafe Desire,Cafe Desire,0,2022,\N,120,Drama,6.5,74
tt26186408,movie,Nuclear Nomads,Nomades du nucléaire,0,2023,\N,73,Documentary,6.5,63
tt28055418,movie,Carpet Cowboys,Carpet Cowboys,0,2023,\N,84,Documentary,6.5,83
tt28625537,movie,Kidnap for Romance,Kidnap for Romance,0,2023,\N,117,Drama,6.5,51
tt24771126,movie,Mitt livs hotell,Mitt livs hotell,0,2022,\N,48,Documentary,6.5,52
tt27831581,tvMovie,VICE News Presents - Sold Out: Ticketmaster and the Resale Racket,VICE News Presents - Sold Out: Ticketmaster and the Resale Racket,0,2023,\N,66,Documentary,6.5,50
tt26242410,movie,Hypermoon,Hypermoon,0,2023,\N,78,Documentary,6.5,61
tt27544274,movie,Richland,Richland,0,2023,\N,93,Documentary,6.5,52
tt28213594,movie,Murilo Couto: Leso,Murilo Couto: Leso,0,2023,\N,71,Comedy,6.5,75
tt21850902,movie,Smile,Smile,0,2022,\N,115,Drama,6.5,61
tt28106905,movie,Weißt du noch,Weißt du noch,0,2023,\N,90,Drama,6.5,67
tt26256598,movie,Forms of Forgetting,Unutma Biçimleri,0,2023,\N,70,Drama,6.5,86
tt23329940,movie,A Festa de Léo,A Festa de Léo,0,2023,\N,85,Drama,6.5,51
tt24355094,movie,Stams,Stams,0,2023,\N,97,Documentary,6.5,55
tt26786599,movie,Phantom Parrot,\\Phantom_Parrot,0,2023,\N,89,Documentary,6.5,58
tt27046656,tvMovie,All Broke,All Broke,0,2023,\N,\N,Comedy,6.5,73
tt26912742,movie,The Last Seagull,The Last Seagull,0,2023,\N,79,Documentary,6.5,75
tt28002892,movie,Route 60: The Biblical Highway,Route 60: The Biblical Highway,0,2023,\N,100,Documentary,6.5,66
tt21941964,movie,Suburban Nightmare: The Menendez Brothers,Suburban Nightmare: The Menendez Brothers,0,2022,\N,85,Documentary,6.5,75
tt3543964,movie,The Business of Birth Control,The Business of Birth Control,0,2021,\N,92,Documentary,6.5,71
tt7171422,movie,The Guest,La visita,0,2021,\N,78,Drama,6.5,86
tt9408648,movie,Dear Molly,Dear Molly,0,2022,\N,91,Drama,6.5,50
tt8300072,movie,Aleph,Aleph,0,2021,\N,91,Documentary,6.5,66
tt5969070,movie,Samland,Samland,0,2021,\N,88,Drama,6.5,70
tt14122284,movie,Rock Bottom Riser,Rock Bottom Riser,0,2021,\N,70,Documentary,6.4,75
tt10441878,movie,A Mesma Parte de Um Homem,A Mesma Parte de Um Homem,0,2021,\N,99,Drama,6.4,88
tt13621824,movie,Good Savage,Good Savage,0,2023,\N,107,Comedy,6.4,69
tt13494136,movie,Mission Stories,Mission Stories,0,2021,\N,110,Drama,6.4,53
tt11694776,movie,Los Dias Que No Estuve,Los Dias Que No Estuve,0,2021,\N,94,Drama,6.4,60
tt11467972,movie,Pistha,Pistha,0,2022,\N,\N,Drama,6.4,80
tt13829094,movie,Race for the Vaccine,Race for the Vaccine,0,2021,\N,91,Documentary,6.4,50
tt13188058,movie,Ringside,Ringside,0,2023,\N,120,Drama,6.4,69
tt10536638,movie,Stand Up,Stand Up,0,2021,\N,89,Comedy,6.4,65
tt14791580,movie,Rogue Shark?,Rogue Shark?,0,2021,\N,\N,Documentary,6.4,77
tt14657248,movie,Amores Permitidos,Amores Permitidos,0,2022,\N,91,Comedy,6.4,54
tt16642572,movie,The Cry of Granuaile,The Cry of Granuaile,0,2022,\N,82,Drama,6.4,78
tt17074824,movie,Ford v Holden,Ford v Holden,0,2023,\N,99,Documentary,6.4,84
tt15348152,movie,Walls Can Talk,Las paredes hablan,0,2022,\N,75,Documentary,6.4,71
tt14673378,movie,Warriors on the Field,Warriors on the Field,0,2022,\N,50,Documentary,6.4,50
tt15874766,movie,Social,Social,0,2022,\N,110,Comedy,6.4,50
tt21103946,tvMovie,Night Birds,Comme des reines,0,2021,\N,95,Drama,6.4,51
tt14734896,movie,The Glass House,The Glass House,0,2023,\N,99,Drama,6.4,77
tt14418464,movie,The Moon Is Upside Down,The Moon Is Upside Down,0,2023,\N,100,Comedy,6.4,81
tt18335818,movie,"Then the Times, They Changed",Sitten ajat muuttuivat,0,2022,\N,76,Documentary,6.4,51
tt15399750,movie,The Radio Amateur,El radioaficionado,0,2021,\N,87,Drama,6.4,85
tt16118360,movie,Last Resort,Last Resort,0,2022,\N,92,Drama,6.4,86
tt16951574,movie,Mateína,Mateína,0,2021,\N,73,Drama,6.4,54
tt18559276,movie,Whose Children Are They?,Whose Children Are They?,0,2022,\N,120,Documentary,6.4,55
tt15489380,tvMovie,Good Bad Girl,Good Bad Girl,0,2022,\N,80,Drama,6.4,82
tt19845444,movie,I Am Makimoto,I Am Makimoto,0,2022,\N,104,Drama,6.4,55
tt18272798,tvMovie,Deep Throat: When Porn Makes Its Premiere,Gorge profonde - Quand le porno est sorti du ghetto,0,2022,\N,54,Documentary,6.4,72
tt16303266,movie,Laufen,Laufen,0,2022,\N,90,Drama,6.4,68
tt14553000,movie,The Mushroom Speaks,The Mushroom Speaks,0,2021,\N,89,Documentary,6.4,63
tt15708520,movie,Behind Closed Doors,Behind Closed Doors,0,2021,\N,\N,Drama,6.4,69
tt15260838,movie,Leberhaken,Leberhaken,0,2021,\N,113,Drama,6.4,57
tt21847860,movie,The Coyote,Le Coyote,0,2022,\N,89,Drama,6.4,61
tt21867110,movie,Opazovanje,Opazovanje,0,2023,\N,82,Drama,6.4,89
tt21420348,movie,Nodi Swamy Ivanu Irode Heege,Nodi Swamy Ivanu Irode Heege,0,2022,\N,\N,Comedy,6.4,54
tt21612972,movie,When Morning Comes,When Morning Comes,0,2022,\N,87,Drama,6.4,77
tt26770530,movie,The Couch: Black Girl Erupted,Black Girl Erupted,0,2023,\N,\N,Drama,6.4,62
tt21938768,movie,"Tequila. Sex, Drugs and Rock & Roll","Tequila. Sexo, drogas y rock and roll",0,2022,\N,92,Documentary,6.4,51
tt22872250,movie,There Is a Stone,Ishi ga aru,0,2022,\N,104,Drama,6.4,74
tt26660134,movie,Who We Become,Who We Become,0,2023,\N,72,Documentary,6.4,59
tt21998524,movie,Vicenta B.,Vicenta B.,0,2022,\N,77,Drama,6.4,51
tt24247720,movie,Sin Recuerdos,Sin Recuerdos,0,2023,\N,80,Drama,6.4,54
tt27942025,movie,Quello che gli altri non vedono,Quello che gli altri non vedono,0,2023,\N,81,Drama,6.4,50
tt26441800,movie,Absence,Xue yun,0,2023,\N,100,Drama,6.4,73
tt23364730,movie,The Most Feared Skin,La Piel Más Temida,0,2023,\N,121,Drama,6.4,85
tt3895984,movie,Manbaby,Manbaby,0,2022,\N,93,Comedy,6.4,74
tt32813758,movie,Gold: A Journey with Idris Elba,Gold: A Journey with Idris Elba,0,2023,\N,67,Documentary,6.4,83
tt7895844,movie,Come Find Me,Come Find Me,0,2021,\N,107,Drama,6.4,80
tt8488856,movie,Her Name Is Chef,Her Name Is Chef,0,2021,\N,98,Documentary,6.4,62
tt10134812,movie,Let Me Be Me,Let Me Be Me,0,2021,\N,75,Documentary,6.3,53
tt14100834,tvMovie,Mona & Marie,Mona & Marie,0,2021,\N,90,Comedy,6.3,76
tt12526660,movie,Defend Your Name,Garder ton nom,0,2023,\N,97,Drama,6.3,68
tt13465006,movie,El-Thulatha 12,El-Thulatha 12,0,2021,\N,118,Drama,6.3,78
tt12684838,movie,Naufragi,Naufragi,0,2021,\N,100,Drama,6.3,71
tt11921820,movie,Die Grenze,Die Grenze,0,2021,\N,109,Drama,6.3,74
tt11379380,tvMovie,Going to Pot: The High & Low of It,Going to Pot: The High & Low of It,0,2021,\N,72,Documentary,6.3,82
tt13915640,movie,The Male Gaze: Hide and Seek,The Male Gaze: Hide and Seek,0,2021,\N,92,Drama,6.3,69
tt11639966,movie,Peace in the Valley,Peace in the Valley,0,2022,\N,88,Drama,6.3,87
tt14703070,movie,Ribbon,Ribbon,0,2021,\N,115,Drama,6.3,88
tt18278484,movie,Holy Heist,Holy Heist,0,2022,\N,85,Documentary,6.3,83
tt16449354,movie,The Bride,A Noiva,0,2022,\N,79,Drama,6.3,77
tt21272582,movie,Dying in Ibiza (A Film in Three Summers),Mourir à Ibiza (Un film en trois étés),0,2022,\N,107,Drama,6.3,58
tt17063194,movie,Kind Hearts,Kind Hearts,0,2022,\N,87,Documentary,6.3,65
tt15728218,movie,Doctor Lanre,Doctor Lanre,0,2021,\N,106,Drama,6.3,52
tt15255842,movie,Being Japanese,Being Japanese,0,2021,\N,\N,Documentary,6.3,53
tt15102828,movie,The Sunday Runoff,The Sunday Runoff,0,2022,\N,104,Comedy,6.3,74
tt17324662,movie,Shorshephool,Shorshephool,0,2021,\N,90,Drama,6.3,73
tt18816200,movie,This Stolen Country of Mine,This Stolen Country of Mine,0,2022,\N,93,Documentary,6.3,54
tt21375400,movie,On Mothers and Daughters,Geranien,0,2023,\N,82,Drama,6.3,50
tt16436894,movie,"We, Students!","Nous, étudiants!",0,2022,\N,82,Documentary,6.3,68
tt17501358,movie,Yamabuki,Yamabuki,0,2022,\N,97,Drama,6.3,51
tt19841846,movie,Riposte féministe,Riposte féministe,0,2022,\N,87,Documentary,6.3,77
tt14720826,movie,I'll Show You Mine,I'll Show You Mine,0,2022,\N,102,Drama,6.3,81
tt15108234,movie,I FORGIVE,I Forgive,0,2021,\N,92,Drama,6.3,72
tt19743724,movie,That's Funny,That's Funny,0,2023,\N,\N,Comedy,6.3,55
tt17423932,movie,Vienna Calling,Vienna Calling,0,2023,\N,85,Documentary,6.3,83
tt18329132,tvMovie,Who Will Take Care of Jacques?,Qu'est-ce qu'on va faire de Jacques?,0,2021,\N,83,Drama,6.3,67
tt15727558,movie,Distopia,Distopia,0,2021,\N,62,Documentary,6.3,61
tt21211218,movie,Camo Sharks,Camo Sharks,0,2022,\N,48,Documentary,6.3,79
tt15099978,movie,Mother Lode,Mother Lode,0,2021,\N,86,Documentary,6.3,55
tt18550264,tvMovie,Nosferatu - Ein Film wie ein Vampir,Nosferatu - Ein Film wie ein Vampir,0,2022,\N,76,Documentary,6.3,56
tt19386782,movie,Adam Ondra: Pushing the Limit,Adam Ondra: Pushing the Limit,0,2022,\N,77,Documentary,6.3,56
tt27389374,tvMovie,Between You and Me,Das bleibt unter uns,0,2023,\N,89,Drama,6.3,86
tt28103613,tvMovie,Nach uns der Rest der Welt,Nach uns der Rest der Welt,0,2023,\N,90,Drama,6.3,85
tt22043560,movie,Rossosperanza,Rossosperanza,0,2023,\N,87,Drama,6.3,63
tt22331396,movie,A Woman,Kong Xiu,0,2022,\N,118,Drama,6.3,54
tt25435060,movie,Downfall,Reiraku,0,2023,\N,128,Drama,6.3,82
tt30106337,movie,To My Son,To My Son,0,2023,\N,112,Drama,6.3,85
tt26624830,tvMovie,Love You to Death: The Jodi Arias Story,Love You to Death: The Jodi Arias Story,0,2023,\N,85,Documentary,6.3,63
tt27295900,movie,Margazhi Thingal,Margazhi Thingal,0,2023,\N,112,Drama,6.3,75
tt29668782,movie,"Nish Kumar: Your Power, Your Control","Nish Kumar: Your Power, Your Control",0,2023,\N,84,Comedy,6.3,59
tt28559416,movie,The Murder Network,The Murder Network,0,2022,\N,71,Documentary,6.3,82
tt22777828,movie,Kissing the Ground You Walked On,Hai ou lai guo de fang jian,0,2022,\N,93,Drama,6.3,55
tt29893042,movie,Banksy and the Stolen Girl,Banksy e la ragazza del Bataclan,0,2023,\N,53,Documentary,6.3,81
tt27657309,movie,Elvis & Priscilla: Conditional Love,Elvis & Priscilla: Conditional Love,0,2023,\N,50,Documentary,6.3,53
tt25929428,movie,Dosarul 631,Dosarul 631,0,2022,\N,\N,Drama,6.3,63
tt22165792,tvMovie,Das Wunder von Kapstadt,Das Wunder von Kapstadt,0,2022,\N,105,Drama,6.3,71
tt26441515,movie,The Cage Is Looking for a Bird,Kletka ishet ptitsu,0,2023,\N,87,Drama,6.3,82
tt21816560,movie,A Cooler Climate,A Cooler Climate,0,2022,\N,75,Documentary,6.3,88
tt27116369,movie,Sardara and Sons,Sardara and Sons,0,2023,\N,101,Drama,6.3,51
tt22490938,movie,Half Heaven,Half Heaven,0,2022,\N,127,Drama,6.3,78
tt27778573,movie,Forgetting Christmas,Forgetting Christmas,0,2023,\N,99,Drama,6.3,51
tt26425929,movie,Hadi Hayirlisi: Istakoz'un Haritasi,Hadi Hayirlisi: Istakoz'un Haritasi,0,2023,\N,90,Comedy,6.3,67
tt23770332,movie,Ke Ghar Ke Dera,Ke Ghar Ke Dera,0,2022,\N,\N,Comedy,6.3,50
tt30221991,movie,The First Code,The First Code,0,2023,\N,96,Documentary,6.3,53
tt30025045,tvMovie,Der zweite Kurzschluss,Der zweite Kurzschluss,0,2023,\N,25,Comedy,6.3,69
tt22408892,movie,When Jack Came Back,When Jack Came Back,0,2023,\N,105,Drama,6.3,74
tt38734489,movie,"Manhunt: the liar, the thief, the conman","Manhunt: the liar, the thief, the conman",0,2023,\N,67,Documentary,6.3,75
tt7085158,movie,Past Shadows,Past Shadows,0,2021,\N,85,Drama,6.3,78
tt9466498,movie,Real Talk,Real Talk,0,2021,\N,98,Drama,6.3,74
tt11654554,movie,The Fragile King,The Fragile King,0,2022,\N,90,Drama,6.2,57
tt12472130,movie,Thimiram,Thimiram,0,2021,\N,107,Drama,6.2,67
tt11854326,movie,Ero in guerra ma non lo sapevo,Ero in guerra ma non lo sapevo,0,2022,\N,93,Drama,6.2,85
tt10883194,movie,Cornered,Cornered,0,2021,\N,86,Drama,6.2,65
tt13055958,movie,Two,Shtaim,0,2021,\N,80,Drama,6.2,59
tt13751700,tvMovie,Saturday Knight Takeaway,Saturday Knight Takeaway,0,2021,\N,25,Comedy,6.2,50
tt1099209,movie,Silent Life: The Story of the Lady in Black,Silent Life: The Story of the Lady in Black,0,2023,\N,80,Drama,6.2,66
tt14064214,movie,Genderation,Genderation,0,2021,\N,88,Documentary,6.2,78
tt13270388,movie,Vasanthi,Vasanthi,0,2021,\N,121,Drama,6.2,56
tt13991372,movie,Los Plebes,Los Plebes,0,2021,\N,75,Documentary,6.2,50
tt14401262,movie,Viva Forever,Viva Forever,0,2021,\N,97,Drama,6.2,56
tt15703238,movie,Índia,Índia,0,2022,\N,123,Drama,6.2,78
tt16967542,movie,The Marfa Tapes,The Marfa Tapes,0,2022,\N,\N,Documentary,6.2,55
tt17521074,tvMovie,Todo se Puede,Todo se Puede,0,2021,\N,110,Comedy,6.2,50
tt21189116,movie,Le Voyage de Talia,Le Voyage de Talia,0,2022,\N,79,Drama,6.2,54
tt14513172,movie,Poker Run,Poker Run,0,2021,\N,\N,Comedy,6.2,62
tt15732464,tvMovie,Schule am Meer - Frischer Wind,Schule am Meer - Frischer Wind,0,2022,\N,89,Drama,6.2,52
tt16159290,movie,Memento Mori,Memento Mori,0,2023,\N,112,Drama,6.2,66
tt17662736,movie,Skinwalker: Howl of the Rougarou,Skinwalker: Howl of the Rougarou,0,2021,\N,95,Documentary,6.2,56
tt15145970,movie,A Fleeting Encounter,Une histoire provisoire,0,2022,\N,85,Drama,6.2,79
tt18764714,movie,Cuando Duerme Conmigo,Cuando Duerme Conmigo,0,2023,\N,85,Drama,6.2,55
tt19798520,tvMovie,La story Zelensky,La story Zelensky,0,2022,\N,56,Documentary,6.2,70
tt16449994,movie,Sunday Night,Domingo à Noite,0,2022,\N,87,Drama,6.2,67
tt16741018,movie,Echo to Delta,Echo à Delta,0,2023,\N,91,Drama,6.2,51
tt14620048,movie,Takeaway,Takeaway,0,2022,\N,95,Drama,6.2,57
tt15470102,movie,The Beanie Bubble,The Beanie Bubble,0,2022,\N,91,Documentary,6.2,86
tt21188026,movie,Hamid's Symphony,Hamid's Symphony,0,2022,\N,103,Documentary,6.2,65
tt15723944,movie,Hunt Vs Lauda: The Next Generation,Hunt Vs Lauda: The Next Generation,0,2022,\N,84,Documentary,6.2,59
tt14412588,movie,Coming Home,Die Geschichte einer Familie,0,2023,\N,83,Drama,6.2,54
tt14993748,movie,Sulla giostra,Sulla giostra,0,2021,\N,105,Comedy,6.2,85
tt19880464,movie,Bholaa Bhaai,Bholaa Bhaai,0,2022,\N,168,Comedy,6.2,59
tt14814198,movie,McCartney: Now and Then,McCartney: Now and Then,0,2021,\N,52,Documentary,6.2,83
tt15285628,tvMovie,Immer der Nase nach,Immer der Nase nach,0,2021,\N,90,Comedy,6.2,61
tt14818156,movie,My Name Is Bulger,My Name Is Bulger,0,2021,\N,90,Documentary,6.2,62
tt24132248,movie,To Live and Die and Live,To Live and Die and Live,0,2023,\N,105,Drama,6.2,80
tt23803024,movie,Non riattaccare,Non riattaccare,0,2023,\N,90,Drama,6.2,65
